w0,w1,w2
2.0,2.0,2.0
1.556302851525908,1.4401774202547974,1.6940792896662005
1.2339627899710337,0.9844630533903298,1.433277272326019
1.0025207263373896,0.6107906515300612,1.2115197447442567
0.8389624278458386,0.302050705163069,1.023514554559091
0.725918531208368,0.04494480336757778,0.864655272942232
0.6502974707585094,-0.17089117322926706,0.7309358459941367
0.6022474852693727,-0.35355863775318336,0.6188751923807895
0.5743687361731122,-0.5094111504505184,0.5254507516555333
0.5611154874257327,-0.6434495124486855,0.44804004346474635
0.5583426870253257,-0.7596252984125562,0.3843693642699536
0.5629622353325334,-0.8610743417920748,0.3324688196168382
0.5726825499613224,-0.9502965922616087,0.29063296241155345
0.5858113681094815,-1.0292948822510408,0.25738637849625823
0.6011065418179393,-1.099682179400015,0.23145362836115374
0.6176632427173636,-1.1627646444915736,0.2117330170777835
0.6348287764531529,-1.2196060925617678,0.1972737229547981
0.6521383232342889,-1.27107814099112,0.18725586880257666
0.6692665296286788,-1.3178993254114375,0.18097316807313496
0.6859910993916114,-1.3606656982953882,0.1778178216914473
0.7021654602375297,-1.399874839839614,0.1772673803812274
